0.00.089.499 I cmn  common_param: common_params_print_info: verbosity = 3 (adjust with the `-lv N` CLI arg)
0.00.090.168 W srv  llama_server: -----------------
0.00.090.172 W srv  llama_server: CORS is set to allow all origins ('*') and no API key is set
0.00.090.172 W srv  llama_server: this can be a security risk (cross-origin attacks)
0.00.090.172 W srv  llama_server: more info: https://github.com/ggml-org/llama.cpp/pull/25655
0.00.090.172 W srv  llama_server: -----------------
0.00.092.068 I srv    load_model: loading model '/Users/****/llama-models/Qwen3.8-27B-UD-Q2_K_XL.gguf'
0.00.505.929 W model has unused tensor blk.64.attn_norm.weight (size = 20480 bytes) -- ignoring
0.00.505.935 W model has unused tensor blk.64.post_attention_norm.weight (size = 20480 bytes) -- ignoring
0.00.505.940 W model has unused tensor blk.64.attn_q.weight (size = 51609600 bytes) -- ignoring
0.00.505.942 W model has unused tensor blk.64.attn_k.weight (size = 5570560 bytes) -- ignoring
0.00.505.944 W model has unused tensor blk.64.attn_v.weight (size = 5570560 bytes) -- ignoring
0.00.505.949 W model has unused tensor blk.64.attn_output.weight (size = 25804800 bytes) -- ignoring
0.00.505.951 W model has unused tensor blk.64.attn_q_norm.weight (size = 1024 bytes) -- ignoring
0.00.505.952 W model has unused tensor blk.64.attn_k_norm.weight (size = 1024 bytes) -- ignoring
0.00.505.954 W model has unused tensor blk.64.ffn_gate.weight (size = 73113600 bytes) -- ignoring
0.00.505.955 W model has unused tensor blk.64.ffn_down.weight (size = 73113600 bytes) -- ignoring
0.00.505.957 W model has unused tensor blk.64.ffn_up.weight (size = 73113600 bytes) -- ignoring
0.00.505.960 W model has unused tensor blk.64.nextn.eh_proj.weight (size = 43008000 bytes) -- ignoring
0.00.505.961 W model has unused tensor blk.64.nextn.enorm.weight (size = 20480 bytes) -- ignoring
0.00.505.963 W model has unused tensor blk.64.nextn.hnorm.weight (size = 20480 bytes) -- ignoring
0.00.505.968 W model has unused tensor blk.64.nextn.shared_head_norm.weight (size = 20480 bytes) -- ignoring
0.01.255.423 I cmn          init: llama threadpool init, n_threads = 4
0.01.848.393 I srv    load_model: initializing, n_slots = 1, n_ctx_slot = 81920, kv_unified = 'false'
0.01.855.518 I srv  llama_server: model loaded
0.01.855.524 I srv  llama_server: listening on http://127.0.0.1:8080
0.01.855.525 W srv  llama_server: NOTICE: server default port will be changed to :9931 in a future release
0.01.855.525 W srv  llama_server:         ref: https://github.com/ggml-org/llama.cpp/pull/26508
0.28.571.680 I slot get_availabl: id  0 | task -1 | selected slot by LRU, t_last = -1
0.28.571.937 I slot launch_slot_: id  0 | task 0 | processing task, is_child = 0
1.01.043.518 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   2206, progress = 0.11, t =  32.47 s / 67.94 tokens per second
1.42.561.806 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   4254, progress = 0.22, t =  73.99 s / 57.49 tokens per second
2.25.946.505 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   6302, progress = 0.32, t = 117.37 s / 53.69 tokens per second
3.11.728.274 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =   8350, progress = 0.42, t = 163.16 s / 51.18 tokens per second
4.03.928.506 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  10398, progress = 0.53, t = 215.36 s / 48.28 tokens per second
5.00.235.905 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  12446, progress = 0.63, t = 271.66 s / 45.81 tokens per second
5.57.196.018 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  14494, progress = 0.74, t = 328.62 s / 44.11 tokens per second
6.55.268.568 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  16542, progress = 0.84, t = 386.70 s / 42.78 tokens per second
7.54.806.569 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  18590, progress = 0.95, t = 446.23 s / 41.66 tokens per second
8.25.950.138 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19133, progress = 0.97, t = 477.38 s / 40.08 tokens per second
8.26.979.453 I slot print_timing: id  0 | task 0 | prompt processing, n_tokens =  19645, progress = 1.00, t = 478.41 s / 41.06 tokens per second
9.03.328.608 I slot print_timing: id  0 | task 0 | n_gen =    100, tg =   4.82 t/s, tg_3s =   4.87 t/s
9.06.347.790 I slot print_timing: id  0 | task 0 | n_gen =    114, tg =   4.79 t/s, tg_3s =   4.64 t/s
9.09.442.158 I slot print_timing: id  0 | task 0 | n_gen =    128, tg =   4.76 t/s, tg_3s =   4.52 t/s
9.12.497.213 I slot print_timing: id  0 | task 0 | n_gen =    142, tg =   4.74 t/s, tg_3s =   4.58 t/s
9.15.635.188 I slot print_timing: id  0 | task 0 | n_gen =    156, tg =   4.72 t/s, tg_3s =   4.46 t/s
9.18.825.659 I slot print_timing: id  0 | task 0 | n_gen =    171, tg =   4.72 t/s, tg_3s =   4.70 t/s
9.21.905.810 I slot print_timing: id  0 | task 0 | n_gen =    186, tg =   4.73 t/s, tg_3s =   4.87 t/s
